SEQUENCIA-FUNCAO-ATIVIDADE,FLAG-PERIODO,MES-INICIO,ANO-INICIO,MES-FIM,ANO-FIM,CODIGO-ORGAO,NOME-ORGAO,CODIGO-UNIDADE,FORMATO-CARGO-OU-FUNCAO,CARGO-OU-FUNCAO,NOME-UNIDADE,CARGO-OU-FUNCAO-INGLES,ATIVIDADES-DE-DIRECAO-E-ADMINISTRACAO_Id
"48","ANTERIOR","08","2011","12","2013","007940000005","Faculdade de Engenharia Elétrica e de Computação da UNICAMP","007940010000","CHEFE_DE_DEPARTMENTO","","Departamento de Sistemas e Energia da FEEC/UNICAMP","",0
